course_name,instructor,course url,course image,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,,,,
Selenium 4 WebDriver with Java(Basics + Advance + Architect),Rahul Arora,https://www.udemy.com/course/selenium-training/,https://img-b.udemycdn.com/course/240x135/53670_9ee2_8.jpg,"#1 2022 TOP RATED, BEST SELLER Course on SELENIUM 4.0, Trusted by 500,000+ students with Many Live Projects & Frameworks",Rating: 4.5 out of 5,16206 reviews,143 total hours,462 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,"147,225 students",,,,
The Ultimate Excel Programmer Course,Daniel Strong,https://www.udemy.com/course/ultimate-excel-programmer/,https://img-b.udemycdn.com/course/240x135/164058_e914_2.jpg,"Learn Excel VBA from Scratch with Dan Strong, Bestselling Excel Expert with Over 180K Students Worldwide!",Rating: 4.6 out of 5,15746 reviews,30.5 total hours,279 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",Bestseller,"113,384 students",,,,
"Understanding Jira for users, managers and admins",Dan LeFebvre,https://www.udemy.com/course/introduction-to-jira/,https://img-b.udemycdn.com/course/240x135/770336_d591_4.jpg,Everything you need to know to get started with Atlassian's powerful agile project management and issue tracker tool.,Rating: 4.5 out of 5,15591 reviews,6.5 total hours,59 lectures,All Levels,Current price: E£269.99,Original price: E£729.99,,"58,692 students",,,,
"Ionic - Build iOS, Android & Web Apps with Ionic & Angular",Maximilian Schwarzmüller,https://www.udemy.com/course/ionic-2-the-practical-guide-to-building-ios-android-apps/,https://img-b.udemycdn.com/course/240x135/1070124_3a0f_4.jpg,"Build Native iOS & Android as well as Progressive Web Apps with Angular, Capacitor and the Ionic Framework (Ionic 4+).",Rating: 4.7 out of 5,15556 reviews,20.5 total hours,290 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",Bestseller,"67,732 students",,,,
Data Science and Machine Learning Bootcamp with R,Jose Portilla,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,https://img-b.udemycdn.com/course/240x135/821726_8071.jpg,Learn how to use the R programming language for data science and machine learning and data visualization!,Rating: 4.7 out of 5,15440 reviews,18 total hours,128 lectures,All Levels,Current price: E£349.99,"Original price: E£1,599.99",,"85,246 students",,,,
WebServices/Rest API Testing with SoapUI +Real time Projects,Rahul Shetty,https://www.udemy.com/course/webservices-testing-with-soap-ui/,https://img-b.udemycdn.com/course/240x135/246392_a0af_2.jpg,"""Most Popular #1 SoapUI Test automation Course - ""70,000+ students learning together with great collaboration""",Rating: 4.5 out of 5,15234 reviews,12.5 total hours,74 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",Bestseller,"75,129 students",,,,
Appium -Mobile Testing (Android/IOS) from Scratch+Frameworks,Rahul Shetty,https://www.udemy.com/course/mobile-automation-using-appiumselenium-3/,https://img-b.udemycdn.com/course/240x135/246314_3f1f_5.jpg,[LATEST VERSION 2.0] Master on Mobile Apps Automation Testing from basics to Framework CI/CD with real time examples,Rating: 4.5 out of 5,15158 reviews,25.5 total hours,154 lectures,All Levels,Current price: E£319.99,"Original price: E£1,399.99",Bestseller,"81,699 students",,,,
Javascript for Beginners Learn by Doing Practical Exercises,"Edwin Diaz, Coding Faculty Solutions",https://www.udemy.com/course/javascript-for-beginners-introduction-learn-fast-easy/,https://img-b.udemycdn.com/course/240x135/405818_aa3f_3.jpg,JavaScript for Beginners : Work closely with me doing exercises & learn more. I make Javascript easy for you guaranteed.,Rating: 4.4 out of 5,14969 reviews,4 total hours,31 lectures,All Levels,Current price: E£229.99,Original price: E£719.99,,"36,987 students",,,,
"MERN Stack Front To Back: Full Stack React, Redux & Node.js",Brad Traversy,https://www.udemy.com/course/mern-stack-front-to-back/,https://img-b.udemycdn.com/course/240x135/1646980_23f7_3.jpg,"Build and deploy a social network with Node.js, Express, React, Redux & MongoDB. Fully updated April 2019",Rating: 4.5 out of 5,14900 reviews,12 total hours,73 lectures,Intermediate,Current price: E£319.99,Original price: E£849.99,,"59,409 students",,,,
The Complete Oracle SQL Bootcamp (2022),"Oracle Master Training | 175,000+ Students Worldwide, Code Star Academy",https://www.udemy.com/course/oracle-sql-12c-become-an-sql-developer-with-subtitle/,https://img-b.udemycdn.com/course/240x135/549998_134f_15.jpg,Become an In-demand SQL Professional! Pass Oracle SQL 1Z0-071 (OCA) Certification Exam Confidently!,Rating: 4.6 out of 5,14672 reviews,33.5 total hours,351 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",Bestseller,"60,304 students",,,,
Learn HTML5 Programming From Scratch,Eduonix Learning Solutions,https://www.udemy.com/course/learn-html5-programming-from-scratch/,https://img-b.udemycdn.com/course/240x135/41295_dd3f_9.jpg,A Complete HTML5 Programming Course for Beginners,Rating: 4.2 out of 5,14632 reviews,17 total hours,72 lectures,All Levels,Current price: E£229.99,Original price: E£269.99,,"318,855 students",,,,
The Complete WordPress Website Business Course,"Rob Percival, Gregg Davis, Codestars • over 2 million students worldwide!",https://www.udemy.com/course/the-complete-wordpress-website-business-course/,https://img-b.udemycdn.com/course/240x135/520116_edf5_2.jpg,"Master WordPress with this Complete WordPress Course, without learning how to code and without any programming!",Rating: 4.2 out of 5,14561 reviews,22 total hours,116 lectures,All Levels,Current price: E£319.99,Original price: E£849.99,,"77,003 students",,,,
The Complete Ruby on Rails Developer Course,"Rob Percival, Mashrur Hossain, Codestars • over 2 million students worldwide!",https://www.udemy.com/course/the-complete-ruby-on-rails-developer-course/,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",Learn to make innovative web apps with Ruby on Rails and unleash your creativity,Rating: 4.6 out of 5,14544 reviews,48 total hours,432 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",Bestseller,"92,370 students",,,,
"Node.js, Express, MongoDB & More: The Complete Bootcamp 2023",Jonas Schmedtmann,https://www.udemy.com/course/nodejs-express-mongodb-bootcamp/,https://img-b.udemycdn.com/course/240x135/1672410_9ff1_5.jpg,"Master Node by building a real-world RESTful API and web app (with authentication, Node.js security, payments & more)",Rating: 4.7 out of 5,14522 reviews,42 total hours,229 lectures,All Levels,Current price: E£349.99,"Original price: E£1,699.99",Bestseller,"87,377 students",,,,
Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,Edward Viaene,https://www.udemy.com/course/learn-devops-ci-cd-with-jenkins-using-pipelines-and-docker/,https://img-b.udemycdn.com/course/240x135/1205346_feb8_3.jpg,"Use Jenkins the DevOps way. Automate your Jenkins jobs by using Jenkins Pipelines, Docker, and the Jenkins Job DSL",Rating: 4.2 out of 5,14301 reviews,4.5 total hours,52 lectures,All Levels,Current price: E£229.99,Original price: E£269.99,,"71,772 students",,,,
Node with React: Fullstack Web Development,Stephen Grider,https://www.udemy.com/course/node-with-react-fullstack-web-development/,https://img-b.udemycdn.com/course/240x135/1254420_f6cb_4.jpg,"Build and deploy fullstack web apps with NodeJS, React, Redux, Express, and MongoDB.",Rating: 4.7 out of 5,14230 reviews,26 total hours,214 lectures,All Levels,Current price: E£319.99,"Original price: E£1,399.99",,"82,459 students",,,,
MasterClass Software Testing with Jira & Agile -Be a QA Lead,Rahul Shetty,https://www.udemy.com/course/learn-software-testing-in-practical-become-a-qa-expert/,https://img-b.udemycdn.com/course/240x135/456460_2b1c_4.jpg,2022 BEST job oriented Software Manual Testing course on real time Project+Interview ques+Resume Prep+ Lifetime Support,Rating: 4.5 out of 5,14207 reviews,10.5 total hours,78 lectures,All Levels,Current price: E£319.99,"Original price: E£1,399.99",Bestseller,"63,829 students",,,,
Docker Crash Course for busy DevOps and Developers,"Tao W., Level Up, James Lee",https://www.udemy.com/course/docker-tutorial-for-devops-run-docker-containers/,https://img-b.udemycdn.com/course/240x135/714724_b3b4_9.jpg,Learn how to develop and deploy web applications with Docker technologies. Take your DevOps skills to the next level.,Rating: 4.3 out of 5,13996 reviews,3 total hours,49 lectures,All Levels,Current price: E£269.99,Original price: E£779.99,,"63,424 students",,,,
Java Programming: Complete Beginner to Advanced,CodeIn Academy,https://www.udemy.com/course/java-programming-complete-beginner-to-advanced/,https://img-b.udemycdn.com/course/240x135/2707184_4c5e.jpg,Become a Computer Programmer by Learning Core Java Skills,Rating: 4.2 out of 5,13879 reviews,7 total hours,48 lectures,Beginner,Current price: E£269.99,Original price: E£679.99,,"522,455 students",,,,
Taming Big Data with Apache Spark and Python - Hands On!,"Sundog Education by Frank Kane, Frank Kane, Sundog Education Team",https://www.udemy.com/course/taming-big-data-with-apache-spark-hands-on/,https://img-b.udemycdn.com/course/240x135/622414_03f5_4.jpg,PySpark tutorial with 20+  hands-on examples of analyzing large data sets on your desktop or on Hadoop with Python!,Rating: 4.5 out of 5,13841 reviews,7 total hours,66 lectures,All Levels,Current price: E£229.99,Original price: E£269.99,Bestseller,"82,468 students",,,,
The Coding Interview Bootcamp: Algorithms + Data Structures,Stephen Grider,https://www.udemy.com/course/coding-interview-bootcamp-algorithms-and-data-structure/,https://img-b.udemycdn.com/course/240x135/1409142_1879_8.jpg,Ace your next Javascript coding interview by mastering data structures and algorithms.,Rating: 4.6 out of 5,13793 reviews,13 total hours,137 lectures,All Levels,Current price: E£319.99,Original price: E£649.99,,"91,650 students",,,,
Docker & Kubernetes: The Practical Guide [2023 Edition],"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,https://img-b.udemycdn.com/course/240x135/3490000_d298_2.jpg,"Learn Docker, Docker Compose, Multi-Container Projects, Deployment and all about Kubernetes from the ground up!",Rating: 4.7 out of 5,13791 reviews,23.5 total hours,260 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",Bestseller,"95,957 students",,,,
iOS 10 & Swift 3: From Beginner to Paid Professional™,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",https://www.udemy.com/course/devslopes-ios10/,https://img-b.udemycdn.com/course/240x135/892102_963b.jpg,The most comprehensive course on iOS development - become a master of app development,Rating: 4.7 out of 5,13670 reviews,71 total hours,251 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",,"90,181 students",,,,
Ultimate Web Designer & Web Developer Course,Brad Hussey,https://www.udemy.com/course/web-developer-course/,https://img-b.udemycdn.com/course/240x135/446134_383c_3.jpg,Become a Full-Stack Web Designer in 2022 - Learn Everything from Web Design Fundamentals to Front-End Web Development,Rating: 4.5 out of 5,13612 reviews,35 total hours,263 lectures,All Levels,Current price: E£319.99,"Original price: E£1,699.99",Bestseller,"78,452 students",,,,
Bash Scripting and Shell Programming (Linux Command Line),Jason Cannon,https://www.udemy.com/course/bash-scripting/,https://img-b.udemycdn.com/course/240x135/958532_478a_4.jpg,"Learn bash programming for Linux, Unix, & Mac. Learn how to write bash scripts like a pro & solve real-world problems!",Rating: 4.4 out of 5,13577 reviews,2.5 total hours,34 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",Bestseller,"72,317 students",,,,
Data Structures and Algorithms:  Deep Dive Using Java,"Tim Buchalka, Goran Lochert, Tim Buchalka's Learn Programming Academy",https://www.udemy.com/course/data-structures-and-algorithms-deep-dive-using-java/,https://img-b.udemycdn.com/course/240x135/1419186_5b21_2.jpg,"Learn about Arrays,  Linked Lists, Trees,  Hashtables, Stacks,  Queues,  Heaps, Sort algorithms and Search algorithms",Rating: 4.5 out of 5,13388 reviews,16 total hours,116 lectures,Intermediate,Current price: E£269.99,Original price: E£719.99,Bestseller,"84,388 students",,,,
The Complete Front-End Web Development Course,"Joseph Delgadillo, Nick Germaine",https://www.udemy.com/course/front-end-web-development/,https://img-b.udemycdn.com/course/240x135/1166306_84a1_3.jpg,"Get started as a front-end web developer using HTML, CSS, JavaScript, jQuery, and Bootstrap!",Rating: 4.2 out of 5,13312 reviews,17 total hours,126 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"424,572 students",,,,
"Jenkins, From Zero To Hero: Become a DevOps Jenkins Master",Ricardo Andre Gonzalez Gomez,https://www.udemy.com/course/jenkins-from-zero-to-hero/,https://img-b.udemycdn.com/course/240x135/2022294_e5b3_4.jpg,"Become a DevOps Master learning Jenkins & integrations with powerful tools like Docker, Ansible, AWS, GIT & more!",Rating: 4.4 out of 5,13306 reviews,10.5 total hours,165 lectures,All Levels,Current price: E£349.99,Original price: E£749.99,Bestseller,"104,901 students",,,,
Microservices with Node JS and React,Stephen Grider,https://www.udemy.com/course/microservices-with-node-js-and-react/,https://img-b.udemycdn.com/course/240x135/2887266_c696_5.jpg,"Build, deploy, and scale an E-Commerce app using Microservices built with Node, React, Docker and Kubernetes",Rating: 4.8 out of 5,13152 reviews,54.5 total hours,660 lectures,All Levels,Current price: E£319.99,"Original price: E£1,399.99",Bestseller,"90,089 students",,,,
Complete Machine Learning & Data Science Bootcamp 2023,"Andrei Neagoie, Daniel Bourke, Zero To Mastery",https://www.udemy.com/course/complete-machine-learning-and-data-science-zero-to-mastery/,https://img-b.udemycdn.com/course/240x135/2511476_4e38_5.jpg,"Learn Data Science, Data Analysis, Machine Learning (Artificial Intelligence) and Python with Tensorflow, Pandas & more!",Rating: 4.6 out of 5,12909 reviews,44 total hours,378 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"77,444 students",,,,
Learn DevOps: Infrastructure Automation With Terraform,Edward Viaene,https://www.udemy.com/course/learn-devops-infrastructure-automation-with-terraform/,https://img-b.udemycdn.com/course/240x135/977360_8585_4.jpg,"Learn how to automate your infrastructure with terraform. Covers Terraform with AWS, Packer, Docker, ECS, EKS, Jenkins",Rating: 4.5 out of 5,12902 reviews,11.5 total hours,120 lectures,Beginner,Current price: E£319.99,Original price: E£419.99,Bestseller,"84,999 students",,,,
Learn JMETER from Scratch on Live Apps -Performance Testing,Rahul Shetty,https://www.udemy.com/course/learn-jmeter-from-scratch-performance-load-testing-tool/,https://img-b.udemycdn.com/course/240x135/380872_c6cc_5.jpg,Top class Jmeter lectures explaining Load testing with real time examples including material and query support,Rating: 4.5 out of 5,12654 reviews,8.5 total hours,49 lectures,All Levels,Current price: E£319.99,"Original price: E£1,599.99",Bestseller,"63,723 students",,,,
ES6 Javascript: The Complete Developer's Guide,Stephen Grider,https://www.udemy.com/course/javascript-es6-tutorial/,https://img-b.udemycdn.com/course/240x135/861624_864d_2.jpg,ES6 Javascript Development from scratch.  Get practice with live examples and learn exactly where to apply ES6 features.,Rating: 4.6 out of 5,12592 reviews,6.5 total hours,70 lectures,Beginner,Current price: E£319.99,Original price: E£619.99,,"53,255 students",,,,
The Modern JavaScript Bootcamp,Andrew Mead,https://www.udemy.com/course/modern-javascript/,https://img-b.udemycdn.com/course/240x135/1470810_a8b0.jpg,"Learn JavaScript by building real-world apps. Includes 3 real-world projects, 80 programming challenges, and ES6/ES7!",Rating: 4.7 out of 5,12590 reviews,29.5 total hours,155 lectures,All Levels,Current price: E£349.99,Original price: E£629.99,,"49,445 students",,,,
The Agile Samurai Bootcamp,Jonathan Rasmusson,https://www.udemy.com/course/the-agile-samurai-bootcamp/,https://img-b.udemycdn.com/course/240x135/131816_9683_10.jpg,"Everything you need to setup, execute, and successfully deliver your own Agile project.",Rating: 4.5 out of 5,12404 reviews,3 total hours,34 lectures,All Levels,Current price: E£319.99,"Original price: E£1,599.99",Bestseller,"41,409 students",,,,
The Git & Github Bootcamp,Colt Steele,https://www.udemy.com/course/git-and-github-bootcamp/,https://img-b.udemycdn.com/course/240x135/3792262_6b0c_2.jpg,"Master the essentials and the tricky bits: rebasing, squashing, stashing, reflogs, blobs, trees, & more!",Rating: 4.8 out of 5,12350 reviews,17 total hours,187 lectures,Beginner,Current price: E£269.99,Original price: E£849.99,Bestseller,"77,041 students",,,,
AWS Serverless APIs & Apps - A Complete Introduction,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",https://www.udemy.com/course/aws-serverless-a-complete-introduction/,https://img-b.udemycdn.com/course/240x135/1241254_9cc1.jpg,"Get into serverless computing with API Gateway, AWS Lambda and other Amazon Web Services! Zero server config APIs & SPAs",Rating: 4.6 out of 5,12277 reviews,8 total hours,142 lectures,All Levels,Current price: E£319.99,Original price: E£819.99,Bestseller,"79,453 students",,,,
Introduction to Machine Learning for Data Science,David Valentine,https://www.udemy.com/course/machine-learning-for-data-science/,https://img-b.udemycdn.com/course/240x135/971154_6799_2.jpg,"A primer on Machine Learning for Data Science.  Revealed for everyday people, by the Backyard Data Scientist.",Rating: 4.4 out of 5,12209 reviews,5.5 total hours,62 lectures,Beginner,Current price: E£229.99,"Original price: E£1,199.99",,"57,123 students",,,,
NLP - Natural Language Processing with Python,Jose Portilla,https://www.udemy.com/course/nlp-natural-language-processing-with-python/,https://img-b.udemycdn.com/course/240x135/2058283_214d.jpg,"Learn to use Machine Learning, Spacy, NLTK, SciKit-Learn, Deep Learning, and more to conduct Natural Language Processing",Rating: 4.6 out of 5,12132 reviews,11.5 total hours,80 lectures,Intermediate,Current price: E£319.99,"Original price: E£1,399.99",,"62,289 students",,,,
Master Java Web Services and REST API with Spring Boot,in28Minutes Official,https://www.udemy.com/course/spring-web-services-tutorial/,https://img-b.udemycdn.com/course/240x135/1302610_5c62_4.jpg,Build Java Web Services & REST API - RESTful & SOAP - with Spring & Spring Boot. Learn REST API & SOAP Web Services Now!,Rating: 4.5 out of 5,12118 reviews,12 total hours,132 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",,"67,949 students",,,,
Entity Framework in Depth: The Complete Guide,Mosh Hamedani,https://www.udemy.com/course/entity-framework-tutorial/,https://img-b.udemycdn.com/course/240x135/551498_7081.jpg,Connect your applications to a SQL Server database,Rating: 4.5 out of 5,12088 reviews,6.5 total hours,79 lectures,Intermediate,Current price: E£349.99,Original price: E£719.99,Bestseller,"56,496 students",,,,
Build Websites from Scratch with HTML & CSS,"Brad Hussey, Code College",https://www.udemy.com/course/build-website-scratch/,https://img-b.udemycdn.com/course/240x135/80940_2664_10.jpg,Learn Web Development Essentials and Become a Web Developer From Scratch in this Complete HTML & CSS Beginner's Course,Rating: 4.6 out of 5,12048 reviews,8.5 total hours,81 lectures,Beginner,Current price: E£269.99,Original price: E£819.99,,"86,552 students",,,,
Selenium Webdriver with PYTHON from Scratch + Frameworks,Rahul Shetty,https://www.udemy.com/course/learn-selenium-automation-in-easy-python-language/,https://img-b.udemycdn.com/course/240x135/397068_f67e_5.jpg,Version 4 LATEST - Learn Python Programming & Selenium Python Automation from Basics to Advanced level + 5 LIVE Project,Rating: 4.6 out of 5,11927 reviews,17 total hours,121 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",Bestseller,"60,602 students",,,,
PHP with Laravel for beginners - Become a Master in Laravel,"Edwin Diaz, Coding Faculty Solutions",https://www.udemy.com/course/php-with-laravel-for-beginners-become-a-master-in-laravel/,https://img-b.udemycdn.com/course/240x135/758582_ea1f.jpg,Learn to master Laravel to make advanced applications like the real CMS app we build on this course,Rating: 4.4 out of 5,11816 reviews,43 total hours,409 lectures,All Levels,Current price: E£319.99,Original price: E£849.99,Bestseller,"51,557 students",,,,
JavaScript: The Advanced Concepts (2023 Update),"Andrei Neagoie, Zero To Mastery",https://www.udemy.com/course/advanced-javascript-concepts/,https://img-b.udemycdn.com/course/240x135/1501104_967d_13.jpg,Learn modern advanced JavaScript practices and be in the top 10% of JavaScript developers,Rating: 4.7 out of 5,11760 reviews,25.5 total hours,229 lectures,All Levels,Current price: E£319.99,"Original price: E£1,399.99",,"62,956 students",,,,
Postman: The Complete Guide - REST API Testing,"Valentin Despa, Valentin Despa (Support)",https://www.udemy.com/course/postman-the-complete-guide/,https://img-b.udemycdn.com/course/240x135/1265410_cb96_4.jpg,"Postman API testing for manual and automated tests. Automate with Newman, Jenkins or any other CI tool.",Rating: 4.6 out of 5,11756 reviews,15 total hours,162 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,Bestseller,"69,692 students",,,,
Scala & Functional Programming Essentials | Rock the JVM,Daniel Ciocîrlan,https://www.udemy.com/course/rock-the-jvm-scala-for-beginners/,https://img-b.udemycdn.com/course/240x135/1310772_2dd5_8.jpg,"Become a Scala programmer and get the skills you need to work with Spark, Akka, and any Scala framework!",Rating: 4.7 out of 5,11700 reviews,11.5 total hours,40 lectures,Intermediate,Current price: E£269.99,Original price: E£319.99,Bestseller,"50,211 students",,,,
Learn to Code in Python 3: Programming beginner to advanced,"Ivan Lourenço Gomes, Learn IT University, Andrii Piatakha",https://www.udemy.com/course/learn-python-programming-a-step-by-step-course-to-beginners/,https://img-b.udemycdn.com/course/240x135/1495788_1aaa_2.jpg,"Python3 programming made easy with exercises, challenges and lots of real life examples. Learn to code today!",Rating: 4.5 out of 5,11661 reviews,5.5 total hours,45 lectures,Beginner,Current price: E£319.99,Original price: E£649.99,,"259,566 students",,,,
"Beginner Full Stack Web Development: HTML, CSS, React & Node","Mark Wahlbeck, Devslopes by Mark Wahlbeck",https://www.udemy.com/course/ultimate-web/,https://img-b.udemycdn.com/course/240x135/1042110_ffc3_4.jpg,"Learn web development with HTML, CSS, Bootstrap 4, ES6 React and Node",Rating: 4.5 out of 5,11526 reviews,31.5 total hours,168 lectures,Beginner,Current price: E£269.99,"Original price: E£1,299.99",,"118,039 students",,,,
"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle","TetraNoodle Team, Manuj Aggarwal",https://www.udemy.com/course/devops-and-continuous-integration-with-jenkins-pipelines/,https://img-b.udemycdn.com/course/240x135/1315262_b3cb_2.jpg,"Build continuous integration, continuous delivery and DevOps pipelines with Java, Gradle, Maven, Artifactory & Sqitch.",Rating: 4.2 out of 5,11512 reviews,3.5 total hours,30 lectures,All Levels,Current price: E£319.99,"Original price: E£1,399.99",,"43,350 students",,,,
"GitLab CI: Pipelines, CI/CD and DevOps for Beginners","Valentin Despa, Valentin Despa (Support)",https://www.udemy.com/course/gitlab-ci-pipelines-ci-cd-and-devops-for-beginners/,https://img-b.udemycdn.com/course/240x135/2309602_ed2d_3.jpg,Learn GitLab CI / CD with Docker & DevOps: obtain valuable DevOps skills. Build pipelines.,Rating: 4.6 out of 5,11439 reviews,5.5 total hours,81 lectures,Intermediate,Current price: E£269.99,Original price: E£419.99,Bestseller,"64,141 students",,,,
Core Java Made Easy (Covers the latest Java 17),Bharath Thippireddy,https://www.udemy.com/course/corejavamadeeasy/,https://img-b.udemycdn.com/course/240x135/911256_4d20_5.jpg,Master java in quick and simple steps,Rating: 4.4 out of 5,11406 reviews,27.5 total hours,537 lectures,All Levels,Current price: E£269.99,Original price: E£419.99,,"62,405 students",,,,
Programming with Python : HandsOn Introduction for Beginners,Febin George,https://www.udemy.com/course/python-programming-beginners/,https://img-b.udemycdn.com/course/240x135/1144936_1aef_4.jpg,Eliminate roadblocks to learn programming: Start writing your own programs in Python 3 from scratch,Rating: 4.4 out of 5,11330 reviews,3.5 total hours,35 lectures,Beginner,Current price: E£269.99,"Original price: E£1,299.99",,"152,976 students",,,,
Node.js: The Complete Guide to Build RESTful APIs (2018),Mosh Hamedani,https://www.udemy.com/course/nodejs-master-class/,https://img-b.udemycdn.com/course/240x135/1638522_fbdf.jpg,"Learn to build fast, scalable and secure RESTful services with Node, Express and MongoDB, from setup to production",Rating: 4.8 out of 5,11316 reviews,15 total hours,224 lectures,Intermediate,Current price: E£319.99,"Original price: E£1,399.99",,"47,555 students",,,,
Data Science: Natural Language Processing (NLP) in Python,Lazy Programmer Inc.,https://www.udemy.com/course/data-science-natural-language-processing-in-python/,https://img-b.udemycdn.com/course/240x135/753140_f3f3_2.jpg,"Applications: decrypting ciphers, spam detection, sentiment analysis, article spinners, and latent semantic analysis.",Rating: 4.6 out of 5,11204 reviews,12 total hours,88 lectures,All Levels,Current price: E£319.99,"Original price: E£1,599.99",,"42,975 students",,,,
SOLID Principles: Introducing Software Architecture & Design,Sujith George,https://www.udemy.com/course/solid-design/,https://img-b.udemycdn.com/course/240x135/2521572_c415_9.jpg,Gain mastery over SOLID Principles and write clean and well-designed code in Object Oriented Languages like Java etc.,Rating: 4.6 out of 5,11179 reviews,2 total hours,28 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,Bestseller,"40,900 students",,,,
Unreal Engine 4: How to Develop Your First Two Games,"Christopher Murphy, Epic Games",https://www.udemy.com/course/unreale4/,https://img-b.udemycdn.com/course/240x135/1035484_22c9.jpg,"Epic Games-Approved: learn the Unreal Editor, master the gameplay framework, and use Blueprint to program without coding",Rating: 4.4 out of 5,10915 reviews,15.5 total hours,85 lectures,Beginner,Current price: E£319.99,"Original price: E£1,599.99",,"62,660 students",,,,
"Python for Data Structures, Algorithms, and Interviews!",Jose Portilla,https://www.udemy.com/course/python-for-data-structures-algorithms-and-interviews/,https://img-b.udemycdn.com/course/240x135/535622_3bc0.jpg,Get a kick start on your career and ace your coding interviews!,Rating: 4.5 out of 5,10909 reviews,17 total hours,228 lectures,Intermediate,Current price: E£269.99,"Original price: E£1,299.99",,"76,497 students",,,,
The Complete iOS 10 & Swift 3 Developer Course,"Rob Percival, Codestars • over 2 million students worldwide!",https://www.udemy.com/course/complete-ios-10-developer-course/,https://img-b.udemycdn.com/course/240x135/895786_7b4b_2.jpg,"Learn iOS App Development by building 21 iOS apps using Swift 3 & Xcode 8. Includes free web hosting, assets & ebook.",Rating: 4.6 out of 5,10827 reviews,30 total hours,223 lectures,All Levels,Current price: E£319.99,"Original price: E£1,399.99",,"62,788 students",,,,
AWS CloudFormation Master Class v2 [2022],"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",https://www.udemy.com/course/aws-cloudformation-master-class/,https://img-b.udemycdn.com/course/240x135/1362052_0bbe_6.jpg,Write Complete AWS CloudFormation Templates using YAML. Learn all the Recent Cloud Formation Features,Rating: 4.7 out of 5,10792 reviews,7 total hours,113 lectures,All Levels,Current price: E£269.99,Original price: E£799.99,Bestseller,"51,919 students",,,,
Advanced React and Redux,Stephen Grider,https://www.udemy.com/course/react-redux-tutorial/,https://img-b.udemycdn.com/course/240x135/781532_8b4d_6.jpg,"Walkthroughs on advanced React v16.6.3 and Redux v4.0.0 - Authentication, Testing, Middlewares, HOC's, and Deployment",Rating: 4.4 out of 5,10733 reviews,21 total hours,240 lectures,Intermediate,Current price: E£349.99,Original price: E£819.99,,"82,251 students",,,,
Learn Spring Boot in 100 Steps - No 1 Java Framework,in28Minutes Official,https://www.udemy.com/course/spring-boot-tutorial-for-beginners/,https://img-b.udemycdn.com/course/240x135/1078208_530c_3.jpg,"Java Spring Boot Framework in 100 steps - Build a REST API and a Web application with Java, JPA, SpringBoot and Maven",Rating: 4.5 out of 5,10650 reviews,15.5 total hours,157 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"71,405 students",,,,
The Modern Javascript Bootcamp Course (2022),"Colt Steele, Stephen Grider",https://www.udemy.com/course/javascript-beginners-complete-tutorial/,https://img-b.udemycdn.com/course/240x135/2634490_e343_2.jpg,The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects!,Rating: 4.7 out of 5,10540 reviews,52 total hours,483 lectures,All Levels,Current price: E£349.99,"Original price: E£1,699.99",,"57,794 students",,,,
"JSP, Servlets and JDBC for Beginners: Build a Database App",Chad Darby,https://www.udemy.com/course/jsp-tutorial/,https://img-b.udemycdn.com/course/240x135/618736_237d_5.jpg,JSP: Covers JSP 2.3 and Servlets 3.1 - Most Popular JSP/Servlet course,Rating: 4.6 out of 5,10485 reviews,9 total hours,118 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",Bestseller,"47,614 students",,,,
