_unit_id,city,review
679455968,Las Vegas,"I was kinda upset during my last visit here. Normally, I pay using my debit card but on this occasion I had cash. So here comes the disappointment... As the cashier goes to hand me my change she drops some of it! (Note: I'm in the drive thru so it is not easily retrivable.) She then looks and shrugs here shoulders and kept it pushing! I looked like WTH?!?!?!? She didn't open the drawer and give me correct change nothing she dropped my change and kept it pushing! I've never experienced this before. They have always corrected the change when THEY drop it. I mean she dropped it before I even put my had out the cat window. I'm like come on now... I didn't drop it! Its not MY fault. Urgh! Anyways this experience was overall annoying and off putting!"
679455969,Las Vegas,"I think that the preparation was a tad lacking. I used to work at a Mc D's when I was in high school. It was the perfect job for a kid. Anyway, my filet was lopsided. It was half way off the bun and my cheese was melted three quarters off the fish. The tartar was every where and my fries were all mushy. I can't expect much from a Mc D's but goodness. There are some interesting folks who come in and out of here. THe awesome thing was that wall of the original Ronald Mc Donald and his lil side kicks. That was cool."
679455970,Las Vegas,Employees here really take pride in their restaurant. They made sure the dining area was clean and their napkins and ketchup station was stocked up and clean. Well organized restaurant. Great job!
679455971,Las Vegas,"Breakfast with a view!There really is only one reason for you to go to a McD's on the strip... you're hungry and/or drunk.As far as McD's go, this is a pretty nice one! Clean and modern with a lot of staff working all the time.This place has one major perk though, you get to watch people misbehaving while they're drunk or on drugs! Seriously, I had a blast!! It started with me arriving while the cops were handcuffing a junkie on the parking lot. The guy was talking to himself and shouting insanely funny random words at people (purple melons anyone?) And that wasn't all! There was a sweet old lady inside (who was definitely schizophrenic) having a lovely conversation with her other selves. And the guy cleaning the mensroom was asleep inside a cubicle with the door open! Loved it!"
679455972,Las Vegas,"Approximately, only one register open with 20 drunk people in line. The ""pick up here"" takes about 15 mins to get your food. The slowest McDonalds I been to. The dinning area isn't as clean. One thing, the restaurant is very trendy and has free wifi. It's right next order to circus circus.. But, your stuck with a bunch of drunk people being very loud and annoying. Be prepare for it! Restroom was very dirty!!"
679455973,Las Vegas,"BEWARE!!!!! This Mcdonalds tows vehicles like nobody's business. Major scam going on at this location!!!' My friends ALMOST got their car towed and THEY WERE EATING THERE!!!! They ran out as the ass hole tow guy was lifting it. Would not put it down even after we my friends said they were customers here. They haven't eve finished their lunch yet!!!! The ass tow guy wanted $200 CASH or he was towing it!!! Well, they paid but after getting home they contacted corporate and got their money back!!! MCDONALDS...YOU NEED TO RETHINK WHO YOU HIRE AS YOUR TOW COMPANY. Franchise owner of this Mcdonalds.... you suck for letting this happen and pretending you don't know what's going on. You hired this tow company!!!!!! THEY ARE SCAMMING INNOCENT CUSTOMERS BIG TIME. ****Anyone having their vehicle towed wrongly, needs to contact mcdonalds corporate and get their money back! ****"
679455974,Las Vegas,"Beware of this Mcdonalds. You are constantly under surveillance in the parking lot. I parked my car, had breakfast, and then had to go drop something off to a friend. Within 30 min when I got back, they had my car towed. WTF? It's like they are preying on people's cars. It makes you never want to go to this McDonald's again."
679455975,Las Vegas,"Like all other McDonald's, the service quality is going down the tubes. My son was getting a drink at the drink station when an older guy in his 60's was moping the floor and told me son to ""move it"" in a very mean and rude voice.I went to use the restroom and there was two toilets. One had a sign on the door that read ""Out of service."" The other stall's door would not make a close connection. I really had to go, but I did not care to have someone walk in on me when I am on the pot. I tried slamming the door shut, but it would not make a connection. I told management about it, but they seemed to busy to care of do anything about it."
679455976,Las Vegas,They are making this the worst Vegas experience towing $300 dollars for 15 minutes Why instead they don't have someone giving information They're making money attacking travelers
679455977,Las Vegas,The only reason I came back is because they gave me free food after the fiasco from last night.
679455978,Las Vegas,"fast, a little toooo fast"
679455979,Las Vegas,"My wife and I went to this location after being at Circus Circus at approximately 10pm a Friday night. It was busy, but not chaotic.You place your order at one end of the counter and pick up at the end of the counter.I ordered a Quarter pounder with cheese combo and asked to make it large. My wife simply ordered a small drink and a McFlurry. We specifically told the girl we were eating in. When our number was called, our food was in a to go bag. I was also only given one small cup. When I asked where my large drink cup was, I was informed that the combo which I paid extra for did not include a drink????The lady was wearing a white shirt and spoke very poor English. When I showed her my receipt where it said I had paid for a large Combo, she told me I was mistaken. I then proceeded to go back to the cashier who had rung up my order and ask her what had happened. She informed me that I should have got a Large cup as well as small cup but the lady in the white was her Manager. I then asked to speak to another manager. The cashier then waited until the female manager went in the back and a male manager came up, apologized, and gave me my Large cup. ????? He agreed that I was correct and that the cashier had rung up our order correctly but could not give me a reason as to why the female manager would not give me a Large cup."
679455980,Las Vegas,"I'm usually very skeptical of fast food joints altogether, ESPECIALLY McDonald's. But I was surprised at the huge size and grand design of the building. Lines were orderly, service was quick, and our food was unusually fresh and neat. And as always, cheap as can be.By far the best McDonald's I've been to. There are even TV screens up above that show aquarium video to keep us entertained."
679455981,Las Vegas,"If you stay at the Riviera Hotel across the street, you are probably going to stop into this McDonald's for it's Wifi.This McDonald's will have long lines late at night for hungry club goers. Sometimes the crazy drunk guests make for some great entertainment as you wait for your order. There will be a sparse amount of homeless, but they don't seem to bother anyone."
679455982,Las Vegas,"We went to McDonalds on our way to Circus Circus. I remember eating at a horrible buffet at Circus Circus and didn't want to go there for breakfast.I would avoid this place on the weekends. It was too chaotic we went on a Saturday morning around 11am. We went a second time on a weekday and the lines were more manageable. The workers call your numbers when your order is ready. However, there needs to be a better system. Our number wasn't called and our order was sitting on the counter for 10 minutes.Oh well. Cheap breakfast grub."
679455984,Las Vegas,"Beware! They rip out foreigners.I visited there last monday night and had the worst Vegas experience ever. The story is simple. I parked my car in their lot and had some Subway sandwiches at the next door. And got back to the McDonald's getting some deserts. Just after I left the door. My wife and I got shocked. They towed my car. It happened just in 15 minutes. There's a sign saying, ""30 minutes parking for McDonald's customers"" I didn't do anything wrong.At the impound yard, I met other victims from Germany. They're making money attacking travelers from outside US."
679455985,Las Vegas,"Sometimes, you HAVE to have your McDonald's. Even when you're in the middle of a culinary Mecca.Apparently I'm a sucker for grand openings and press releases blown way out of proportion, because after reading about this new McD's location I made a point to come here during my vacation.Probably the nicest McDonald's I've been to, considering there was an employee constantly cleaning and offering to clear customers' trays. Educational excerpts from the Discovery, Science, and Travel Channels on various flat screen TVs were a nice touch.We sat in the middle of the restaurant, on bar stools (surprise, surprise...see my Blueberry Hill review) attached to a huge counter...with fresh flowers! We were surrounded by the typical plastic booths but I did notice that seating areas near the restrooms offered both club chairs (not sure if they were leather or pleather) and a more private booth section.Not much to say about the food since a McNugget here is a McNugget anywhere. But at least I got my quarterly McD's craving out of the way..."
679455986,Las Vegas,"I gotta give a shout out to this McDo!!! Staying at the Encore in Vegas... a bunch of girls lounging around in our PJs, lagging on getting ready to hit up the clubs, we started getting hungry, but were pressed on time. With a list of everyone's orders in hand, two of my girlfriends and I took a cab in our PJs to the nearest McDonald's and ordered $80 worth of food!!! I thought it was hilarious that we bought 90 pieces of chicken mcnuggets, lol! The food came out fast and the only thing missing that we realized only after already being back in our hotel was a Vitamin Water... at least no one was missing a meal. So for that, thanks McDo!"
679455987,Las Vegas,"A nice central McDonald's with ample fountain drink dispensers for the visitors. Be aware of your surroundings here, it attracts a few transient people. The WiFi provided by AT&T sometimes works, just like their cellular reception, so no surprise there. I'm a frequent visitor here to grab drinks & work before visiting hotels. There are quite a few power plugs for laptops inside of the building."
679455988,Las Vegas,"I am not a fan of fast food. But sometimes a girls gotta eat late! I came here after my LONG flight from Honolulu and I was pretty darn hungry. They were out of Southwest salads, but the bacon chicken wasn't bad. The salad was still fresh and the chicken was warm. I would go back if I ever had a late night McCraving!"
679455989,Las Vegas,"I should have known better. I can count on one hand the number of times I've been to McDonald's in the past ten years. However, my choices were extremely limited so I thought I'd give it another shot. This visit was a reminder why I don't come here. It totally sucked!1. The staff was unpleasant.2. The fries were room temperature.3. The burger tasted vile.4. I have no complaints about the diet Coke.Next time I'll just go hungry."
679455990,Las Vegas,"Worst McDonald's I've ever been too! We ordered Mocha Frape, a vanilla latte and 6 cookies and we waited for 15 mins and 3 wrong drinks after. But they gave us an extra drink because of it.."
679455991,Las Vegas,Was told at 5am that burgers arent made until 4pm by some chubby ogre latina.Stay in school kids.
679455992,Las Vegas,"So I love McDonald's breakfast and we were on our way to the convention center for the Heli-Expo and I ordered my usual of one bacon egg and cheese biscuit, and one bacon egg and cheese McGriddle and they were great as usual. The service was also quick and good. I don't understand the people that complain about the service or food from McDonald's what do you really expect. Go somewhere else if you want better service, or literally go anywhere else but don't complain you know what you are getting yourself into. After we sat down and got our food we noticed that one of the huge front windows was completely shattered. It actually looked really neat and then we asked what happened they said that someone shot it the night before.  The other nice thing about this McDonald's is it has free Wi-Fi for all of its customers."
679455993,Las Vegas,"Please people if you are looking for a ""fast food"" to eat do not go to this place. 15 minute for a simple double cheese burger. Employees work slower then my grandma."
679455994,Las Vegas,"I'LL HAVE ONE BREAKFAST MCMUFFIN, HOLD THE GUNFIREIf you're in Vegas for an event at the Convention Center, you'll probably be up early enough for breakfast. If you're not there on work, you might just want to sleep through this part of the day. McDonald's breakfast is not sold nearly long enough. I never make it there on time! How hard would it be to serve eggs all day?!! In any case, this McD's is convenient to the convention center.We stopped here more than once on our last Vegas trip a couple months back. On one of the visits while dining in, we noticed a bullet hole in the window from the night before. Someone probably mad about breakfast not being served all day is my guess.Service was good. Food was average. The coolest thing about this location was the deco. It was so modern inside. Clean and cool. I like that."
679455995,Las Vegas,"The WORST service I've encountered in a McDonalds so far in the continental USA. No, not because I dislike the food but because the employees here are IRRESPONSIBLE, FORGETFUL, and UNAPOLOGETIC. I overheard from one of my superiors that the staff at this particular McDonalds ALWAYS screws up orders EVERY time they come here. They will charge you for the wrong item, leave out several items, give Iced Tea instead of Iced coffee. When I was there, I was the first one to order and I ordered the Skillet Burrito and some OJ. My OJ came out after 3 minutes but my food never came out. ALL OF MY co-workers ordered their food and their food came out and they were already seated and having their breakfast while I'm still standing at the counter waiting for my burrito for a good 10 minutes. I finally lost my patience and ask the girl who rang me up where my Skillet Burrito was. She simply says ""Oh, it's run out, ""we NO HA-VEH"". I tell her ""So are you going to just stand there and do NOTHING?!?!?!?!?"" That's when she asks me ""What do you want???"" You want burrito!?? We only HA-VEH Sausage and Egg Burrito it's ok? I say ""NO, it's NOT OK because Skillet burrito is MUCH more expensive than a Sausage and Egg Burrito!! Just give me two McGriddles...NO!!!!"" And so she did.PURE RETARDED OPERATIONS at this particular McDonalds. Will NEVER return to this McDonalds or even McDonalds in particular. Only reason we ate here was because we needed to grab a super quick breakfast before heading to the convention center."
679455996,Las Vegas,"I'm a Mclover, and I had no problemwith the workers. But I have a problem waiting more than 30 minutes for my cheeseburger. They weren't even busy! This was my first and last time at this location."
679455997,Las Vegas,"Cold terrible cardboard on a bun, trashy service, homeless people drinking 24oz cans of Natural Ice inside the place!"
679455998,Las Vegas,"This McDonald's is located just a couple of blocks from the hotel I stayed at in Las Vegas - an Embassy Suites Hilton property - therefore it is within walking distance (There does not appear to be many businesses within walking distance of this hotel).Had a late lunch here around 2:00 pm. Ordered the #3 value meal: Quarter Pounder w/ cheese, medium fries and lemonade.Meal came up promptly, was hot, not greasy, fries were crisp - all was good!Interesting note: in order to use the restrooms - you have to let them know at the counter - and then they buzz you in - no physical key. Makes me wonder about the status of the surrounding neighborhood!There is also a large red DVD rental machine in the dining area of this Mickey D's."
679455999,Las Vegas,"I agree with Douglas--this is one of the best McDonald's in Las Vegas. I stopped here for a quick ice cream last night and I was immediately impressed with the newness and nice design of the place.The staff took my order quickly, and I was on my way to a table very quickly. The tables were clean and the restaurant was clean. I was really impressed!They have free wifi which is a nice bonus. If I need at break some day and I'm in the area, I'll definitely stop again."
679456000,Las Vegas,Truly disgusting place.
679456001,Las Vegas,This place sucked! I ordered a sausage mcmuffin and the cashier was slow in making it. She even forgot the harshbrowns that were included in the meal. Also the ketchup dispenser sprayed everywhere and went on my shirt. The most dumbest stupidest mcdonalds i've been to. Avoid this place if u want to eat at a mcdonalds restaurant. There are better mcdonalds places than this one.
679456002,Las Vegas,"Went here to get some cookies for a friend. The drive thru person Lamoni, sucked and couldn't tell the difference from coffee to her asshole, also a car broke down in the drive thru."
679456003,Las Vegas,"The service here was terrible. They got my breakfast order wrong three times, each time with the same exact mistake. The morning cashier there, dalia, didn't even attempt to move a muscle to get me the right order. Food is just like any other mcdonalds, service was the worst. There's 50 others you can go to within a mile anyway"
679456004,Las Vegas,"One of best McDonalds in Vegas, always very clean,, great service ,, close to the Las Vegas Strip..."
679456005,Las Vegas,"I try to steer clear of fast food when I can, but sometimes they just sound so delicious or they are the most convenient to have. For instance, the daughter was hungry and I was in a rush to get ready for an event and this McDonald's was across from SLS, which at the day of our visit to McDonald's was not open yet and therefore did not have functional restaurants yet. We went through the drive thru and it was easy and manageable.This is a typical McDonald's with nothing to make them more memorable than other locations (in a good or bad way). But if you are staying in the vicinity and in need of fast food, do try them. Their drive thru is also open 24 hours so they are very convenient if you need calories late at night (which happens a lot in Las Vegas, go figure!). Overall, not a bad McDonald's."
679456006,Las Vegas,"Fast food typically just is what it is, but this particular McDonald's was awful.The service was terrible, the cashier had an attitude not only with me but pretty much every customer that came through her line in the 15 minutes I waited to get my food (basic big mac & fries, nothing special). She forgot to give me my drink and when I asked her for it she tried to give me the size below what I ordered. When I asked for the right size she practically insisted I take the smaller one. Then when my order was up and I asked for ketchup, she rolled her eyes and acted like I was making her go so far out of her way to reach under the counter. Then, when I went to the fountain to get my drink, there were small bugs flying all around it.Best part was when I got back and ate my food and realized that my fries were cooked in the same fryer the do the fish in. Pretty sure those are supposed to be separate. Threw those out, so ended up not needing the ketchup anyways. Definitely do yourself a favor and go to a different location."
679456007,Las Vegas,This is the absolute worst McDonald's I have ever been to in my entire life! This place was filthy. Nearly every empty table was littered and in our 30 minutes there no one came to clean the dining area. Owner should be ashamed and management fired!
679456008,Las Vegas,Worst service and food I have ever experienced at McDonald's l have ever been to.Completely wrong order. Ignored at counter when trying to get corrected and even then wrong order and yet again ignored. You would think they would be sensitive on the third time retuning to get a complete order. But no. And then ignored the fourth time when asking to get access to the bathroom.
679456009,Las Vegas,"Worst service I have ever experienced. I know what can I expect coming from a fast food but still. First at drive thru I asked for sauce and he gave them to me with no hesitation. He drops a sauce and I ask for another one, and he replies with a smart attitude ""I'm suppose to charge you for these but I'm not and you still want more?"" ... If I was going to be charge I would have liked for him to tell me from the beginning. I have no problem paying for sauce I'm going to use. Besides bad people skills I got my order wrong.... Not once, not twice... But 4 times. And on the 4th time It was still wrong, but I was beyond over it!"
679456010,Las Vegas,"I was craving a chocolate milkshake, a few days ago so this was the nearest mcdonalds that was in my travel route. I decided to go thru drive thru and full fill my cravings. I also got nuggets and fries.....now here is the worst. My fries were OLD not even recooked old they were old as in they sat there for more than an hour they tasted like yesterdays fries . Chewy, bland, rough , cold and disgusting. My nuggets were old and my milkshake gave me, the worst stomach ache. May I add the cashier or mgr shirt was filthy at the bottom . Like she was washing dishes and cleaning the grill or broiler, whatever it is they have. Then she was handling the food ......yuck! Clean your clothes ! I felt like it was run by homeless people and the manager in charge of this restaraunt is not following mcdonalds standards ..Ive had better."
679456011,Las Vegas,"extremely terrible service. They couldn't get my order right the first time, like seriously how hard is it to get a couple sandwiches right!!"
679456012,Las Vegas,"Worst McDonald's ever...tweekers ""spare changing"" freely, some lady threatened to beat another lady's ass, following her around yelling, dirty drink area, etc. The building looks good, as the only good point. I'll never return to this location if I can avoid it!"
679456013,Las Vegas,"Grabbed quick breakfast ...service was slow and the dining room was filled with the joyful abundance of homeless and just crazy people of Las Vegas.As said before coffee was warm at best, my egg McMuffin without Sausage was cold and greasy!"
679456014,Las Vegas,"So I'm not usually one to fuss, pretty laid back so if something bothered me then well....bravo. This mcdonalds isn't in the greatest area, I can't fault the employees for that. I can expect that they get some shady characters and they sometimes you have to handle them a little bit more aggressively. Like tonight, customer causing a minor disturbance and was rude, and the girl which appeared to be a manager of some sort was behind the counter and got upset (naturally of course) she went and handled the customer. Waited for him to come out of the bathroom just waiting there while customers including myself were in line. Ok I get it, go handle the customer, go on with your bad self and handle the shituation. Yes I said shit-u-ation. I get it, go handle the stupid idiot. But when there's a line of customers waiting for service you would think you would get someone to cover you instead us waiting 5 minutes or ATLEAST a simple apology saying ""I'm sorry I'll be right with you"" instead she was cursing and mumbling under her breath. OH and she proceeded to follow him outside, let it go! He left! So another employee finally started taking orders only after telling me she was already clocked out! Unprofessional. Like come on handle the idiot but don't act like one. Rant over. Oh....and my fries are good."
679456015,Las Vegas,"This is the ONLY fast food restaurant (this specific location) in the history of fast food restaurants, that has delivered a grilled chicken sandwich that actually looks like the item on the menu, instead of a smashed piece of baby food. Amazing. It's McDonald's so... eh, it's okay, not my favorite. But yeah, 3 stars for delivering a product that looks like the advertisement."
679456016,Las Vegas,Mixed up order: forgot fries. Crispy chicken instead of grilled. Put mayo in sandwich when asked for it on the side.Cash only for drive through but accepted credit when dining in...
679456017,Las Vegas,"I left the Hilton late last night and I was really thirsty. This was an easy in/out option for me from Sahara. I did the drive through and was on my way with a Diet Coke in about 2 minutes.This is one of the remaining early style McDonald's outlets and there's a classic Chevrolet parallel to the drive through where you can take photos.Looking through the windows, I could see the interior is also the classic design. I'll have to go back and sit inside. Do I see a Shamrock shake in my near future?"
679456018,Las Vegas,"Out of the thousands of restaurants in Vegas, I had to pick a McDonalds...Well, its a cheap eat. Its right across the Sahara Hotel and its design is like one of those classic type McDonalds back in the 50s, just like Scott D. said below. There is nothing special about it. I had gone through the drive-thru at 11:30pm. I was a little scared since there was people playing music loud and just hanging around suspiciously. I had to wait 5-7 minutes for the lady to get back to me on the speaker. It wasn't even crowded inside.Anyways, I ordered 2 McDoubles ($1 each), 2 Hot N' Spicy ($1 each), 2 Bottle Water ($1 each), and 2 Apple Pies (2 for $1), and a Large Iced Tea ($1 each no matter of the size or type of drink). My total was $9.50.Nothing special about this place besides the classic car who probably has been waiting for service since forever. Oh well, what can you do in the city of sin?!Have Fun here and Keep Yelping!!"
679456019,Las Vegas,"1st to Review-How can this be? A CLASSIC McDonald's @offthestrip at Paradise Rd/Sahara Ave behind the Sahara Casino!Coolest thing about this location is their collection of McDonald's Happy Meal Toys and the 50's style look & feel.They have a 50's Chevy out front for taking photos.Unfortunately the same boring,tasteless food."
679456020,Las Vegas,Food is good as always. Cool design outside and single golden arches make this a cool spot to hit up after the club or gambling on the strip.
679456021,Las Vegas,"Wow, this place was so good after the night was over! There is always so much walking on the strip and being in club attire and dress boots I was so happy to sit on their un-cushioned seats and eat my big mac and fries.Service was quick and food was typical Mcdonald's.Air conditioned and yummy. Most satisfying Mc D's I've had!"
679456022,Las Vegas,"I would never usually review a McDonalds, but here's why this place rules:1) $5 for a 20 pack of Chicken McNuggets at 3am. When everything else in the food court was closed, we had this trusty option which ended up being our ""go to"". I couldn't imagine how extra hungover I would've been each morning without this grease.2) An alternative to overpriced breakfast at the buffet at the hotel.3) A quick way of grabbing something for less than $5 when not needing a full meal during the day.5 stars for that!"
679456023,Las Vegas,"I cannot give a 4 or 5 star rating for any junk food place such as McDonald's. Their food is not fresh, but frozen so really the only rating, aside from food, is the cleanliness, staff etc.This place is packed and understaffed. It was about midnight and I could see 2 people working behind the counter making the food. The manager was doing her best to keep the food coming out of the kitchen, but clearly was short handed. Napkins were empty, and floors were sticky.The food even tasted worse by McDonald's standards. Just not a good experience.I come to McDonald's for emergencies only."
679456024,Las Vegas,"I was thirsty and decided to get a drink. McDonald's is the best place to get something cheap, especially when you're on the strip."
679456025,Las Vegas,"I needed a quick breakfast before catching my flight back to new york. This McDonalds was located inside my hotel in the food court section. I ordered my orange juice, sausage biscuit, some pancakes and on my way I went. It was a bit of a wait but my order was complete and the food was ok."
679456026,Las Vegas,No Hot Mustard :(
679456027,Las Vegas,"Was a busy day, I didn't have time for a healthy lunch. I saw a Mcdonalds so I decided what the heck, im in a hurry and I m kind of hungry. My order took forever, I didn't go thru the drive thru as I don't trust them, my fries were medium warm as was my burger, I didn't have time to wait for another order so I left, I was dissatisfied with my order but it was a Mcdonalds after all."
679456028,Las Vegas,"Just an unpleasant experience. I live here in Las Vegas and will often take family to the Strip when they come to town. We were looking for a late night bite to eat and decided on McDonald's since it was right in the hotel. The servers were incredibly rude. My aunt had only asked if they were serving smoothies and the girl behind the register rolled her eyes and responded with an attitude. After receiving our food, I had asked another employee where I could find straws. She intentionally ignored me upon my first attempt to get her attention. When she finally turned around after talking to her friend, she acted as if I was burdening her.Maybe I'm expecting too much from a fast food place on the Strip, but I feel that if you are working in customer service, you should be providing customer service, not acting as if you are still in high school and hanging onto that angsty teenager we all have inside us."
679456029,Las Vegas,The oatmeal was good. The fruit was crisp and the raisins plump. The sweet tea was fresh.
679456030,Las Vegas,I work in the area and have eaten here several times. I can attest to the fact that this is one of the worst McDonalds to eat at.You can at least be sure of consistent service. Consistently lousy. Consistently noisy and consistently dirty.Only eat here as a last resort
679456031,Las Vegas,"This is by far the worst service I have ever had in any fast food restaurant.Now I understand that working fast food isn't easy, but having a burger tossed at me was the end of the line. Enough said, so upset that I tossed right back at the rude ass lady behind the counter. If you can wait a couple more feet, there are way more options than this pile of dump. The only thing worse than having to walk through the Excalibur, is walking by that stink hole."
679456032,Las Vegas,"On Christ almighty here it goes. If I am going to eat overpriced McDonalds in a casino I better get what the hell I want to eat. This place is so pitiful just thinking about it makes me angry. I don't even know where to start! Besides Starbucks and Krispy Kreme this is your only option for late night eats at The Excalibur. Here it goes:Visit #1: Fool me once...shame on you.My husband and I head to the room early our first night in Vegas because we were tired after a long drive. After watching some TV my husband said he wanted a little something from our local McDonalds. I was not really hungry but I was craving a little something sweet so I asked him to get me a McFlurry and to call me and tell me what kind they have. He calls and they have Oreo, M&M, and Butterfinger. YUM! I want Butterfinger I exclaimed! He hangs up and calls back about a minute later to break the news to me that they are out of Butterfinger. That would've been useful info to have when he first asked! So I ended up with Oreo. He comes back and I take a bite of my McFlurry. For those who may not know a McFlurry is soft serve icecream mixed with whatever topping you get. How do you possibly mess that up? Messing up a McFlurry is equal to the stupidity of burning cornflakes! There is no excuse. I took one bite and threw it away. The icecream was warm and the oreo chucks were stale. NASTY! My husband's burger and fries turned out ok at least. Visit #2: Fool me twice....shame on me. After some late night gambling I was hungry and did not feel like searching for late night eats so I ventured into this hell hole again. I figured since I was getting regular food this time it would be ok. The customer service of this place is atrocious. You are pretty much the only 24 hour operation that offers more than donuts and coffee so change your attitude. My husband had a sweet tooth this time and wanted a McFlurry. Dun Dun Dun! I order my food and ask for a Oreo McFlurry and the guy behind the counter proceeds to tell me that the icecream machine is locked. Excuse me? WTF? I call my hubby and tell him and he is most displeased. After two minutes of straight cursing he asks for chocolate chip cookies, they have none. The only had oatmeal raisin which I can only describe is the asshole of cookies. So literally they have no good desserts. So my poor baby goes without what he wants. We are not doughnut fans so Krispy Kreme is not really appealing. After that I was done with that place for good!If you are ok with McDonalds go to the one at The Luxor. You will probably get better service. We should've. If you want something better venture into NYNY into America cafe which is open 24 hours and for the same price you can get some decent food and service."
679456033,Las Vegas,This is a lousy McDonalds. So slow. So surly. Once you finally get the food it doesn't even seem to matter anymore.
679456034,Las Vegas,"Horrible service!! Not friendly at all. I asked for a couple of sauces, they told me I would have to pay 52 cents! What happened to customer service? Worst mcdonalds I have been too. Cheesy move on their part. Giving them one star is being generous"
679456035,Las Vegas,"This place is a joke! It's disgusting enough of a fact that the only thing to eat at Excalibur between the hours of 0200 and 0600 is McDonald's, Starbucks, and Krispy Kreme. But then, to be forced to go to McDonald's and find this pitiful excuse of an establishment instead.... for shame. The first night they ran out of Butterfinger topping for a McFlurry. The second night, they claimed their ice cream machine was ""locked."" Not broken.... but locked. WTF is that?!?! If you are the only late night eatery available, you better have all your menu items available because I have a bit of a sweet tooth. This place is a joke... do yourself a favor and walk across the footbridge to New York New York and eat at America, their late night cafe."
679456036,Las Vegas,"The McDonald's chronicles.Hooray for free refills.I just want a bite to eat, make my daughter happy. not spend a lot of money, and drink as much soda as I can quenching my thirst is the dry air. The McDonald's doesn't charge that much of a premium. The place is clean and is a good, affordable rest before putting the feet down back on the strip's concrete."
679456037,Las Vegas,"This McDonald's is located inside the Excalibur hotel and was one of the worst experiences I've ever had at a Mickey D's. We wanted a quick breakfast at around 9:30 a.m., so my friend decided to grab some for us to bring back to the room before heading out for the day. He ended up waiting over 30 minutes in line to get 2 egg Mcmuffins and coffee, and I had to wander out of the room to see what the hold up was. There was also no dollar menu available when we were there, so we ended up paying the $3 for a greasy sandwich. By the time we got the food back to the room it was cold, but at least the coffee stayed warm."
679456038,Las Vegas,This McD's wasn't too bad. Not too busy when we went to grab some late breakfast. You can't beat the dollar menu either. $1 salad from there is nutritionally equivalent to eating something from Quiznos (which my friend had in the food court and hated) at a fraction of the price.
679456039,Las Vegas,"Yes, this is a McDonald's...Yes, McDonald's hasn't been all that ever since they got rid of their Angus Deluxe and Premium Chicken sandwiches... I've tried the Quarter Pounder...no mayo, no cheese... and it's just not the same. Although, the food here is better than at any other McDonald's location that I've tried.But it's not the food that gives this location four stars. During the summer months, it turns into a sobering up/hook up spot for drunk, half naked, female, Ditch Fridays patrons... It's the best eye candy you'll find at a Micky D's."
679456040,Las Vegas,"This is probably the worst McDonald's ever.. They don't know what they're doing at all! Ice cream machine is always ""broken"", customers always waiting, food always takes forever even with 3+ people in the kitchen... I don't understand why they're still open."
679456041,Las Vegas,Nasty ass restaurant. Burnt ass chicken nuggets and the dumbasses working didn't want to give me new ones.
679456042,Las Vegas,Just left here. Screwed up my order 3 times. When I was the only customer there and then giving me attitude because I kept returning with wrong items. You work at McDonald's. You punch a button and you read the screen . Yet you still manage to screw up a b-fast sand which lol.. 3 times. The art of fast food baffles me. Totally makes me lose hope in humanity. We actually left threw the McDonald out and went to Burger King and they screwed up there too but just once... Still hungry.
679456043,Las Vegas,Couldn't get a chocolate-dipped cone because they shut off the ice cream machine at midnight. WTF?!
679456044,Las Vegas,This is for the McDs inside the Palms Food Lobby. 50 Chicken Nuggets for 10 dollars. That's all you need to know. Six Stars.
679456045,Las Vegas,I had only eaten at 1 McD previously in my life but Zak R got me to try the hash browns here and I have to admit they are delicious. Cinnamon buns were no Cinnabuns but surprisingly fluffy and yummy.
679456046,Las Vegas,bleh-bad mcdonalds food.slow service.and never get orders right. ever.
679456047,Las Vegas,"I'm definitely a fan of this McDonald's tucked on the side of a Terrible's gas station and convenience store. Before it's gone, I had to get one of their seasonal egg nog shakes.I drove here from Wally World and parked directly in front of the door. There were a few people at the drive through and a few inside the McDonald's itself.The counter person came quickly and took my order. I paid and stood aside while she made the shake. It was quickly given to me and it was good. One of my few (that's a joke) bad holiday habits.I was soon on my way happily sipping this sweet goodness and already plotting to stop for just one more before they're gone."
679456048,Las Vegas,"Idiot at the counter forced me to buy a quarter pounder with cheese because he didn't understand what ""buy one get one ANY large sandwich"" meant. - and the picture happened to show a pic of a quarter pounder. Yet also says valid for product of equal or lesser value...so twice exhibiting that you can buy any large sandwich and get one free. See picture attached to review.1 star"
679456049,Las Vegas,"Stopped in in the early morning hours knowing full well I would need some serious calories for the hours ahead. I walked throughout he Terrible Herbst (TH) which this location is connected to. No line inside, I was told someone would be with me shortly. I waited, and waited some more. I made eye contact with the ""white shirt,"" I believe this was the HMFIC because they were dressed differently then everyone else. The HMFIC failed to smile back. I went into HM (Hater Mode) and walked out. I made my purchases at TH and punched out. I reevaluated my time line for the morning and decided....I needed calories. I rolled into the drive-thru and made my purchase quickly and efficiently. The chow was exactly as McD's does....A-OK."
679456050,Las Vegas,"I'm drunk, I come here and order a hot and spicy ( sub The mannaise with Mac sauce) and 2 breakfast burritos. Tell me why I didn't get any hot and spicy??? What the fudge???"
